0,0,11.5,255
1,0,11.5,255
2,0,11.5,255
3,0,11.5,255
4,0,11.5,255
5,0,11.5,255
6,0,11,255
7,0,11,255
8,0,11.5,255
9,0,11.5,255
10,0,11.5,255
11,0,11.5,255
12,0,11.5,255
13,0,11.5,255
14,0,11.5,255
15,0,11.5,255
16,0,9,255
17,0,9,255
18,0,9,255
19,0,9,255
20,0,9,255
21,0,9,255
22,0,9,255
23,0,9,255
24,0,8.5,255
25,0,8.5,255
26,0,8.5,255
27,0,8.5,255
28,0,8.5,255
29,0,8.5,255
30,0,8.5,255
31,0,8.5,255
32,0,8.5,255
33,0,8.5,255
34,0,8.5,255
35,0,8.5,255
36,0,8.5,255
37,0,8.5,255
38,0,8.5,255
39,0,8.5,255
40,0,8.5,255
41,0,8.5,255
42,0,8.5,255
43,0,8.5,255
44,0,8.5,255
45,0,8.5,255
46,0,8.5,255
47,0,8.5,255
48,0,8.75,255
49,0,8.75,255
50,0,8.75,255
51,0,8.75,255
52,0,8.75,255
53,0,8.75,255
54,0,8.75,255
55,0,8.75,255
56,0,8.75,255
57,0,8.75,255
58,0,8.75,255
59,0,8.75,255
60,0,8.75,255
61,0,8.75,255
62,0,8.75,255
63,0,8.75,255
64,0,8.75,255
65,0,8.75,255
66,0,8.75,255
67,0,8.75,255
68,0,8.75,255
69,0,8.75,255
70,0,8.75,255
71,0,8.75,255
72,0,9,255
73,0,9,255
74,0,8.9,255
75,0,8.9,255
76,0,9,255
77,0,9,255
78,0,9,255
79,0,9,255
80,0,11.5,255
81,0,11.5,255
82,0,11.5,255
83,0,11.5,255
84,0,12.5,255
85,0,12.5,255
86,0,11.5,255
87,0,11.5,255
88,0,8,255
89,0,8,255
90,0,11.1,255
91,0,11.1,255
92,0,10.8,255
93,0,10.8,255
94,0,11,255
95,0,11,255
0,1,11.5,255
1,1,11.5,255
2,1,11.5,255
3,1,11.5,255
4,1,11.5,255
5,1,11.5,255
6,1,11,255
7,1,11,255
8,1,11.5,255
9,1,11.5,255
10,1,11.5,255
11,1,11.5,255
12,1,11.5,255
13,1,11.5,255
14,1,11.5,255
15,1,11.5,255
16,1,9,255
17,1,9,255
18,1,9,255
19,1,9,255
20,1,9,255
21,1,9,255
22,1,9,255
23,1,9,255
24,1,8.5,255
25,1,8.5,255
26,1,8.5,255
27,1,8.5,255
28,1,8.5,255
29,1,8.5,255
30,1,8.5,255
31,1,8.5,255
32,1,8.5,255
33,1,8.5,255
34,1,8.5,255
35,1,8.5,255
36,1,8.5,255
37,1,8.5,255
38,1,8.5,255
39,1,8.5,255
40,1,8.5,255
41,1,8.5,255
42,1,8.5,255
43,1,8.5,255
44,1,8.5,255
45,1,8.5,255
46,1,8.5,255
47,1,8.5,255
48,1,8.75,255
49,1,8.75,255
50,1,8.75,255
51,1,8.75,255
52,1,8.75,255
53,1,8.75,255
54,1,8.75,255
55,1,8.75,255
